d,n_train,seed,noise_frac,sigma,tau_true,A_hat,tau_hat,G_dagger,G_star,fits,rmse,G_bullet,A_anchor,tau_target,A_ratio,tau_ratio,delta_proxy
20,1200,4,0.1,0.07056871227027749,0.004979943151485212,0.29658974943047994,0.005078327822181148,3.1202277400005816,15,7,0.04502299279548765,3.135556127196141,0.25402328895752446,0.004161822618264689,1.1675691258374072,1.2202172672843525,2.377592840863878e-08
20,1200,5,0.1,0.06238604608802372,0.0038920187464970197,0.23680793942978873,0.004151033202081977,3.1120995202716846,15,7,0.03980377533190387,3.135556127196141,0.25402328895752446,0.004161822618264689,0.9322292471749929,0.9974075261796691,5.6166651012936556e-08
20,1200,6,0.1,0.0643973338485959,0.004147016606807516,0.26176289430151994,0.004180282800951943,3.1444835340539425,15,7,0.04262482582888945,3.135556127196141,0.25402328895752446,0.004161822618264689,1.0304680935978654,1.0044356005482404,7.859092570033487e-09
20,1200,7,0.1,0.0651059384061888,0.004238783215750451,0.29135626513884444,0.004152220865124063,3.1845113124088336,15,7,0.041705800533088165,3.135556127196141,0.25402328895752446,0.004161822618264689,1.1469667459803754,0.9976928970738715,2.2667406367557095e-07
20,1200,8,0.1,0.060428719336769965,0.003651630120682116,0.24873736514104355,0.003692527349488305,3.170101561436472,15,7,0.035750497137963015,3.135556127196141,0.25402328895752446,0.004161822618264689,0.9791911842486034,0.887238041641462,1.145646578768855e-07
20,1200,9,0.1,0.06583317555539002,0.004334007003706802,0.31268876289638403,0.004419885927782065,3.1874108825738774,15,7,0.04354408665140156,3.135556127196141,0.25402328895752446,0.004161822618264689,1.230945257734495,1.0620072821904594,2.535644591631389e-07
20,1200,10,0.1,0.06572506469030084,0.004319784128544231,0.30069723995106407,0.004290516671481652,3.184084366147184,15,7,0.043835437280897685,3.135556127196141,0.25402328895752446,0.004161822618264689,1.1837388657751928,1.030922522418945,2.228353743241574e-07
20,1200,11,0.1,0.06393629840169973,0.004087850253311192,0.29551704960217423,0.004184664345206786,3.1867754459020885,15,7,0.04158936718857274,3.135556127196141,0.25402328895752446,0.004161822618264689,1.1633462853541274,1.005488395118488,2.475494625940079e-07
20,1200,12,0.1,0.060040064096565066,0.0036048092967196415,0.23185064928988733,0.0034657767408849487,3.1676615987450796,15,7,0.0344551302428819,3.135556127196141,0.25402328895752446,0.004161822618264689,0.9127141461767915,0.8327545546210801,9.920383359408739e-08
20,1200,13,0.1,0.06563523449140511,0.004307984006741736,0.24798106223460661,0.004222625435655096,3.1221446598397713,15,7,0.043034659398705384,3.135556127196141,0.25402328895752446,0.004161822618264689,0.9762138867356837,1.0146096609508453,1.8163654890812446e-08
