family,d,density,n_eff,n_train,seed,structure,G,fits,time,rmse
pairwise,40,60,20,1200,3,pairwise,1,7,0.13537148600016735,0.03439610043492906
pairwise,40,60,20,1200,4,pairwise,1,7,0.13540191799984314,0.033245403621448816
pairwise,40,90,20,1800,0,pairwise,1,7,0.1962056819997997,0.03015700310362202
pairwise,40,90,20,1800,1,pairwise,1,7,0.19713684299995293,0.030308766934627106
pairwise,40,90,20,1800,2,pairwise,1,7,0.16420190000008006,0.031636238250143486
pairwise,40,90,20,1800,3,pairwise,1,7,0.16338793800014173,0.03238722628369531
pairwise,40,90,20,1800,4,pairwise,1,7,0.19765897500019491,0.03065840852304472
pairwise,40,120,20,2400,0,pairwise,3,8,0.294494443000076,0.006341999675542894
pairwise,40,120,20,2400,1,pairwise,3,8,0.3481144869997479,0.006598631250149671
pairwise,40,120,20,2400,2,pairwise,3,8,0.2917279410003175,0.007087437973915431
pairwise,40,120,20,2400,3,pairwise,3,8,0.34800343599999906,0.006950912771846442
pairwise,40,120,20,2400,4,pairwise,3,8,0.29283659500015347,0.006670794969270598
pairwise,40,180,20,3600,0,pairwise,3,9,0.7013250119998702,0.005458343391338305
pairwise,40,180,20,3600,1,pairwise,3,9,0.6120244059998186,0.005227283037066211
pairwise,40,180,20,3600,2,pairwise,3,9,0.6928542040000139,0.005518113364173801
pairwise,40,180,20,3600,3,pairwise,3,9,0.6119873469997401,0.005779725410629417
pairwise,40,180,20,3600,4,pairwise,3,9,0.6081415160001598,0.005565818731393272
pairwise,40,240,20,4800,0,pairwise,3,9,1.1222929350001323,0.004733797039051914
pairwise,40,240,20,4800,1,pairwise,3,9,0.9971883580001304,0.004946915687697205
pairwise,40,240,20,4800,2,pairwise,3,9,1.1444738860000143,0.005094608382905519
pairwise,40,240,20,4800,3,pairwise,3,9,0.9951329290001922,0.005190827499518198
pairwise,40,240,20,4800,4,pairwise,3,9,1.1253394710001885,0.004938191441557092
pairwise,40,360,20,7200,0,pairwise,3,9,1.792300053999952,0.004331325190006473
pairwise,40,360,20,7200,1,pairwise,3,9,2.081089767999856,0.0042214882587414855
pairwise,40,360,20,7200,2,pairwise,3,9,1.7909995369996068,0.004697693606412708
pairwise,40,360,20,7200,3,pairwise,3,9,2.0405859749998854,0.004543978835566191
pairwise,40,360,20,7200,4,pairwise,3,9,1.788136208999731,0.004419541671659459
pairwise,40,480,20,9600,0,pairwise,3,10,4.132636207999894,0.003867048993020086
pairwise,40,480,20,9600,1,pairwise,3,9,3.0043279940000502,0.004015946745407887
pairwise,40,480,20,9600,2,pairwise,3,10,4.199241037999855,0.004501213124649368
pairwise,40,480,20,9600,3,pairwise,3,10,3.5359615630000008,0.004150152401652627
pairwise,40,480,20,9600,4,pairwise,3,9,3.5540948949997073,0.004078523843421505
pairwise,40,720,20,14400,0,pairwise,5,13,10.269691624000188,0.0027668256770997904
pairwise,40,720,20,14400,1,pairwise,5,12,8.365456681000069,0.002866904398703396
pairwise,40,720,20,14400,2,pairwise,5,12,9.903704292999919,0.0030140358834695024
pairwise,40,720,20,14400,3,pairwise,5,13,8.531360935000066,0.0028537002000027403
pairwise,40,720,20,14400,4,pairwise,5,13,10.23670539700015,0.003019914467938983
pairwise,80,60,40,2400,0,pairwise,1,7,0.5845114459998513,0.033120812448377265
pairwise,80,60,40,2400,1,pairwise,1,7,0.5826596249999056,0.03255435215152922
pairwise,80,60,40,2400,2,pairwise,1,7,0.5835881220000374,0.034657314164484254
pairwise,80,60,40,2400,3,pairwise,1,7,0.5857025780001095,0.032929849442688744
pairwise,80,60,40,2400,4,pairwise,1,7,0.587097219000043,0.031797271659004006
pairwise,80,90,40,3600,0,pairwise,1,7,0.981129258999772,0.03068692230368774
pairwise,80,90,40,3600,1,pairwise,1,7,0.975746813999649,0.031816904885776785
pairwise,80,90,40,3600,2,pairwise,1,7,0.980208943999969,0.03072882993530387
pairwise,80,90,40,3600,3,pairwise,1,7,0.9844445399999131,0.03189546678996578
pairwise,80,90,40,3600,4,pairwise,1,7,0.841257510000105,0.031056443941841885
pairwise,80,120,40,4800,0,pairwise,3,8,2.0473428559998865,0.006921181459473817
pairwise,80,120,40,4800,1,pairwise,3,8,1.7534133770000153,0.0069976026182581655
pairwise,80,120,40,4800,2,pairwise,3,8,1.731845622000037,0.006827296258542241
pairwise,80,120,40,4800,3,pairwise,3,8,2.1100491809997948,0.007231145005510088
pairwise,80,120,40,4800,4,pairwise,3,8,2.0452001010003187,0.00698044231773173
pairwise,80,180,40,7200,0,pairwise,3,9,3.905005803000222,0.0054361932336118015
pairwise,80,180,40,7200,1,pairwise,3,9,4.766065877000074,0.005687384689343778
pairwise,80,180,40,7200,2,pairwise,3,9,4.583618046000083,0.005819766599719686
pairwise,80,180,40,7200,3,pairwise,3,9,3.9357243280001057,0.005455469470626272
pairwise,80,180,40,7200,4,pairwise,3,9,4.601322049999908,0.00552852328227566
pairwise,80,240,40,9600,0,pairwise,3,9,7.701419736999924,0.004842946590050473
pairwise,80,240,40,9600,1,pairwise,3,9,6.343632225999954,0.005174281097004299
pairwise,80,240,40,9600,2,pairwise,3,9,7.479046473999915,0.005076657809681091
