d,n_per_pair,seed,threshold,n_true,n_discovered,tp,fp,fn,precision,recall,f1,disc_rmse,oracle_rmse,rmse_ratio
20,480,4,0.01,10,10,10,0,0,1.0,1.0,1.0,0.004324379023657446,0.004324379023657741,0.9999999999999318
20,480,4,0.02,10,10,10,0,0,1.0,1.0,1.0,0.004324379023657446,0.004324379023657741,0.9999999999999318
20,480,4,0.05,10,10,10,0,0,1.0,1.0,1.0,0.004324379023657446,0.004324379023657741,0.9999999999999318
40,120,0,0.005,20,40,20,20,0,0.5,1.0,0.6666666666666666,0.03161265497287412,0.007337253198762344,4.308513569929218
40,120,0,0.01,20,40,20,20,0,0.5,1.0,0.6666666666666666,0.03161265497287412,0.007337253198762344,4.308513569929218
40,120,0,0.02,20,21,20,1,0,0.9523809523809523,1.0,0.975609756097561,0.007437699613690045,0.007337253198762344,1.0136899207655319
40,120,0,0.05,20,10,10,0,10,1.0,0.5,0.6666666666666666,0.15827657294790115,0.007337253198762344,21.571638412941702
40,120,1,0.005,20,40,20,20,0,0.5,1.0,0.6666666666666666,0.03162511178017009,0.006867686449080649,4.604914917803742
40,120,1,0.01,20,40,20,20,0,0.5,1.0,0.6666666666666666,0.03162511178017009,0.006867686449080649,4.604914917803742
40,120,1,0.02,20,21,20,1,0,0.9523809523809523,1.0,0.975609756097561,0.0070143963460483315,0.006867686449080649,1.0213623464110424
40,120,1,0.05,20,10,10,0,10,1.0,0.5,0.6666666666666666,0.13962894953651928,0.006867686449080649,20.331293598182672
40,120,2,0.005,20,40,20,20,0,0.5,1.0,0.6666666666666666,0.0342114619921212,0.006898026231822571,4.959601608108407
40,120,2,0.01,20,40,20,20,0,0.5,1.0,0.6666666666666666,0.0342114619921212,0.006898026231822571,4.959601608108407
40,120,2,0.02,20,20,20,0,0,1.0,1.0,1.0,0.0068980262318318825,0.006898026231822571,1.0000000000013498
40,120,2,0.05,20,7,7,0,13,1.0,0.35,0.5185185185185185,0.17338972167654915,0.006898026231822571,25.136135446492315
40,120,3,0.005,20,40,20,20,0,0.5,1.0,0.6666666666666666,0.031921300420090934,0.0068940207259942255,4.630287852157187
