method,dataset,rmse_median,rmse_iqr_lo,rmse_iqr_hi,r2_median,r2_iqr_lo,r2_iqr_hi,mae_median,mae_iqr_lo,mae_iqr_hi,nrmse_median,nrmse_iqr_lo,nrmse_iqr_hi,cnl_median,cnl_iqr_lo,cnl_iqr_hi,fit_time_median,fit_time_total,n_fits_median,used_defaults_frac,used_constant_predictor_frac,family,n_seeds
hist_gbm,grid_stability,0.0105478506095435,0.0097794464847831,0.0109888279505154,0.9131082327503756,0.9118700417230672,0.9226361822016536,0.0079852425444984,0.0075030154117426,0.0081426183686772,0.288322448242176,0.2681482379704408,0.3026738036143631,0.011458118315923745,0.010660427495026584,0.01238223191444516,24.23500539499946,117.82600280099996,85.0,0.0,0.0,tree,5
hist_gbm,red_wine,0.6173462006180266,0.6091039799433399,0.6283870830865101,0.4178845271757719,0.4087713090632803,0.4366546518685649,0.4698057190481682,0.4472206725770686,0.4860807457680691,0.7683537163367393,0.7524996823929745,0.7812877991709677,0.006944073754546211,0.005594388602293377,0.008621173627124374,7.710309125000094,57.48529135199988,61.0,0.0,0.0,tree,5
hist_gbm,forest_fires,36.335212286507335,25.725813084664072,37.71022952288836,-0.0329525788275784,-0.0797308685130837,-0.0174021725168798,18.25740096826555,15.877008133319444,19.231732605382547,0.5280468673784127,0.3667964070276899,0.5491314341311526,0.0,0.0,0.0,1.3069478690003962,6.2949561570021615,67.0,0.0,0.0,tree,5
hist_gbm,cars,2318.3067000779783,2305.8373241205327,2365.5315804961288,0.9448771095996534,0.9438444533722268,0.948967155802457,1677.1441891458094,1669.754005097535,1679.9851772371458,0.235502449588518,0.2346787516807387,0.2404232524311227,0.005161240377085901,0.004872575911764085,0.00546486356450946,5.849235330000738,30.54008223100027,70.0,0.0,0.0,tree,5
hist_gbm,QSAR_fish_toxicity,0.8758808897804141,0.8134406789479272,0.9146807032307046,0.6124781437998372,0.5923911235487594,0.6515355138825314,0.6601932958678627,0.634431259884222,0.670021907582601,0.5938383250329823,0.5520440936996271,0.6187364516612094,0.006350912649331527,0.006042994889082324,0.009386030350723475,6.011619048999819,33.480764424999506,67.0,0.0,0.0,tree,5
hist_gbm,combined_cycle_power_plant,3.879411316162948,3.805978777408911,3.879445602651114,0.9495649979156296,0.9471008248736528,0.9524806897263812,2.8903944958769343,2.8864963095785487,2.895596447072809,0.2264305808703682,0.2246917970677829,0.2280726996041205,0.0012305207551235285,0.0007270968137788527,0.0018311741485127321,11.228142834999744,92.67837352299921,73.0,0.0,0.0,tree,5
hist_gbm,superconductivity,11.982194535374008,11.571781766526511,12.733751328395176,0.8703430308435284,0.8692175514820263,0.8861527199711983,7.740421923915267,7.379484373491288,8.947445484708474,0.344614937694943,0.3352695496643719,0.3713219149664008,0.003243695334178802,0.0020115561829895765,0.0033187112084628128,40.08541156000047,247.30624225200063,70.0,0.0,0.0,tree,5
hist_gbm,auction_verification,382.6853053163137,351.8583007800216,384.0124239735446,0.9986535700308984,0.9986512344033108,0.9989656265498446,194.1761761589379,192.5411339251924,203.024486528384,0.0369439938410372,0.0344483107871335,0.0370965095742152,0.00991208650832298,0.009290617108723961,0.01105055891473663,33.03264614,158.5579645350008,85.0,0.0,0.0,tree,5
hist_gbm,energy_efficiency,0.4209303817539295,0.3247786428033843,0.4524116161761313,0.9982455216054552,0.9980771052924208,0.9990361036413146,0.291810574868168,0.239663393083378,0.3184613832307513,0.0417620227522394,0.0325629977948955,0.0447015029201861,0.008198968505494418,0.005898303964180108,0.010552258568734811,9.29167907200008,58.78195726299873,52.0,0.0,0.0,tree,5
hist_gbm,kings_county,130089.08513274151,125805.61283034451,132080.42812794042,0.8521563103503823,0.8381316479097765,0.8535909984520516,79036.5258991712,75202.11839081028,80966.61180134348,0.3965770798741014,0.3803919492460793,0.3991278457741203,0.0009151413005030959,0.00044924335473590845,0.001103128190861906,50.27050436300033,300.02941765800006,79.0,0.0,0.0,tree,5
hist_gbm,concrete_compressive_strength,4.441255572188257,4.365574573808138,4.497904552550556,0.9285007245569484,0.9222173016245224,0.9328596447107562,2.9938442173005644,2.965513339997279,3.183502105696213,0.2671581263185551,0.2601573820622806,0.2677877690813306,0.021530384688468372,0.02044127852786486,0.025758471604472196,10.820024368000304,59.53686087599908,46.0,0.0,0.0,tree,5
hist_gbm,wave_energy,21926.466352952808,21746.227415916583,24859.98290096085,0.958729757772009,0.950865084458075,0.959036319049099,16818.33709471728,16400.747583033022,19390.25531275224,0.1982371804454929,0.1965272196191858,0.2269212334636107,0.0,0.0,0.0,52.82074424100029,290.73506858200017,64.0,0.0,0.0,tree,5
hist_gbm,kin8nm,0.1373089817256311,0.1340771252527812,0.1464497632292956,0.7181070615815667,0.7021958254341469,0.7240057723499532,0.1078071144005644,0.1037990799256445,0.1168808430630952,0.5220516786702213,0.5050091639348838,0.5600732661087191,0.008802010912693578,0.008727747036852257,0.009297358246206583,28.37997764899956,144.1905514359987,73.0,0.0,0.0,tree,5
hist_gbm,airfoil_self_noise,1.509830642258936,1.4805479073302013,1.7661029061638212,0.9488700137283744,0.9357970819889018,0.9527562916721108,1.0527887758650587,1.0425200102112544,1.1985036470320771,0.2214611553901616,0.2120930129701006,0.2567917121082498,0.018534914651827987,0.015804078718248328,0.02079484890355787,22.36246268099967,132.11124318900056,73.0,0.0,0.0,tree,5
hist_gbm,fps_benchmark,4.035040617461332,3.959445846289906,4.478660547819964,0.9937544413593766,0.9924077558121002,0.9946495384782243,2.746982303508956,2.621872280718738,2.8770437189297127,0.0757495632693664,0.0739565345896925,0.0821768700610768,0.00044124991969034884,0.00042385301288355525,0.000541575212757962,92.36460936599995,439.46277812100107,79.0,0.0,0.0,tree,5
mlp,forest_fires,36.99876634390465,27.235015155524668,37.652335248976925,-0.0549010971607144,-0.1297734583457863,-0.0297833520668899,16.301771359645713,16.273748554976173,21.957675215160275,0.5376900652378896,0.38801984562123,0.5482883852803979,0.0,0.0,0.0,9.244839160000083,45.10003104599946,70.0,0.0,0.0,neural,5
mlp,solar_flare,0.6729169399411318,0.6387751758585135,0.6801890171219599,0.16002848103112,0.09395304094639,0.1846833216567917,0.3467593210206287,0.3387316932142376,0.3894880837904099,0.7839806736826612,0.7330463653062943,0.8040655999839474,0.0,0.0,0.0,12.780806472999757,60.90777685500052,67.0,0.0,0.0,neural,5
mlp,QSAR_fish_toxicity,0.8987323125883463,0.8696537553498733,0.912669240544793,0.6017099081649131,0.5592218482474709,0.6150277756599543,0.6585680551513373,0.6396408642457999,0.6672526612590998,0.6079481507810162,0.5901932760794856,0.6187804522714491,0.002161755687684634,0.002077249815532574,0.002805390426332723,12.229330395999568,74.08629949399892,64.0,0.0,0.0,neural,5
mlp,concrete_compressive_strength,5.127028521978949,4.986896183836963,5.473776486982296,0.8989365774688096,0.8963845769917217,0.908636415482262,3.922696053488139,3.6764340256750514,3.992351425523257,0.3045256557827527,0.2988996581717701,0.3295283391746181,0.008849236556446769,0.005843421914757531,0.00912844046206543,32.45700507299989,199.61397439700067,67.0,0.0,0.0,neural,5
mlp,energy_efficiency,0.4840596165989861,0.4791241807531892,0.5097067581494512,0.9976798012792756,0.9976082232456278,0.9978858419510606,0.3711114040083943,0.3636297700262901,0.3804260376849105,0.0480380098478096,0.0480253020407179,0.0510054865356134,0.0012836517002313692,0.0011766639991243049,0.0030132733468129706,71.89574931200059,274.94361901200045,85.0,0.0,0.0,neural,5
mlp,red_wine,0.6491469378338377,0.6282052895638224,0.6493144495892486,0.3690615010386958,0.3384900150893631,0.3897318788549988,0.5059316714924635,0.4907364360669108,0.512357751405983,0.8021765300803485,0.7810617711938384,0.806660037287854,0.00040723272333441406,9.724383568334775e-05,0.0012861623966931805,29.59418794399972,143.45147491499938,52.0,0.0,0.0,neural,5
mlp,student_performance_por,2.793188990687058,2.731213136901003,2.856689271368221,0.1647999919740289,0.0900457202838694,0.1682125534978545,1.9727370338365573,1.9342519155885547,2.113187385429826,0.8542497431626984,0.8243180155688359,0.8911553892342075,0.0,0.0,0.0,40.26043484299953,285.25175132299955,79.0,0.0,0.0,neural,5
mlp,physiochemical_protein,4.684351208939081,4.671855341821165,4.723410642375273,0.4284425207850842,0.4243592713316415,0.4320602342242877,3.622535453752848,3.608501536153771,3.701735610207832,0.7616038455020727,0.7594860341212216,0.7680574814205946,0.0015666139656299875,0.0011966584827896368,0.0018999599727966847,75.6115152530001,350.8535582220002,76.0,0.0,0.0,neural,5
mlp,space_ga,0.0995439314134397,0.0994831695314935,0.1093430647911348,0.7327388892201876,0.7209740235712029,0.7599255405259534,0.076549597195491,0.0747255919372254,0.0791954495249555,0.4932276147418695,0.4864910927548851,0.5390734567671521,0.0021695354124699304,0.0019955355037174797,0.003010223770907308,66.51636455199969,343.40533159999904,70.0,0.0,0.0,neural,5
mlp,cars,2240.534513826209,2127.049932854395,2263.384769498257,0.9492959936299988,0.9486922459952228,0.9545963749374484,1576.719155309185,1563.8261478575366,1610.883240444618,0.227317539157851,0.2161849231507614,0.2291190860386079,0.0007299728141742389,0.0006951129363039582,0.0007762980768552396,59.6580388350003,260.73705301100017,88.0,0.0,0.0,neural,5
mlp,abalone,2.177728159310817,2.1419360241877983,2.210608892823128,0.5719766410337745,0.5334969427838268,0.5727982383768802,1.5590040863613583,1.5381832732675071,1.5843067875893484,0.6683562200158116,0.6617675300485829,0.687796538172194,0.0002545649540647133,0.00014545001590176516,0.00039537313250922817,45.00450796599944,219.05577530699884,67.0,0.0,0.0,neural,5
mlp,geographical_origin_of_music,15.174486371529236,15.127204249269564,16.101552727806027,0.260556777692199,0.1753819722465837,0.2759410965873808,11.83436619359023,11.70455933327408,12.36035977967564,0.8185543201307525,0.8115040817992061,0.8761006495111843,0.0007470506474882355,0.0006921327976050804,0.0013457176123687423,68.14404305000062,411.5648934280016,88.0,0.0,0.0,neural,5
mlp,airfoil_self_noise,2.429751994913149,2.3933916516650813,2.63604787692926,0.8663840541798569,0.8569692735512827,0.8796945475568345,1.7943959180859197,1.6940118770343011,1.8781426819446456,0.3538406063669611,0.3428606694223773,0.383281883039488,0.0060294800955789435,0.005932303107833603,0.009596703834858424,56.80438471600064,312.09148792700125,82.0,0.0,0.0,neural,5
mlp,brazilian_houses,2920.233192323812,2830.1811278088467,2934.649845307344,0.5493696849690514,0.548330255257597,0.6305592508176405,1897.5924676176885,1821.051462412002,2001.497951989208,0.3395886201736767,0.3308303488615756,0.341594051837817,0.0,0.0,0.0,108.96816924900033,582.9823069709992,73.0,0.0,0.0,neural,5
mlp,video_transcoding,5.974031123194052,5.322206492876796,6.0086357814865625,0.8501771349078767,0.8300407470801909,0.8691327281791285,2.257983815937314,2.12646545966276,2.316427348004542,0.4016624158934719,0.3678242859831803,0.4049729468256509,0.003543970094489502,0.0034626211325872657,0.0036578478020201375,97.46283769599997,428.38911343900054,58.0,0.0,0.0,neural,5
mlp,Moneyball,39.64728700779471,38.45635485828275,41.2843525834674,0.8118615735477557,0.8002355673915478,0.8236640181137691,28.4441322017178,27.80398166372134,28.56684990585806,0.4382616825857413,0.4171397121930684,0.4523961978276785,0.0,0.0,0.0,82.28912185199988,418.0076456689985,97.0,0.0,0.0,neural,5
mlp,fifa,12305.895761544887,11583.044101659476,13002.35263239216,0.4755645487118997,0.4723750554684686,0.5275787695798759,6310.748546714946,6126.230442619927,6636.980986766444,0.5680086183884753,0.5280135829908749,0.6113372699063514,0.00129411289012369,0.0012451650607274377,0.0023774672881219376,100.44440188299995,473.4167753269994,67.0,0.0,0.0,neural,5
mlp,white_wine,0.7057172241800818,0.6688966302687811,0.7085921771830855,0.3495855497497755,0.3174203318600627,0.3551074249158805,0.5462597994942917,0.518363665201145,0.5510785220756151,0.8057441248038661,0.7551412839568965,0.8076504205514442,0.0007573986596683213,0.0005366126239217631,0.0013390960373181418,74.53231891099949,493.1139215759995,55.0,0.0,0.0,neural,5
mlp,health_insurance,14.43794667863312,14.426300330289292,14.70440280886383,0.3875383565337135,0.3716553263316197,0.4045442385871352,11.26516901681507,11.106547888986803,11.424267429706102,0.7716569060669058,0.768198657783137,0.7842215987207798,0.0002247916239027727,0.0001976238056641234,0.0004529230809050105,86.80949406800028,478.04557112100156,73.0,0.0,0.0,neural,5
mlp,socmob,14.277249598038662,11.526963356179584,15.624406229420076,0.8800918711432116,0.8552792634639822,0.8943319245809012,6.443033273702683,5.711026943563857,7.02574766465166,0.3587397181310432,0.266809381414303,0.3918632365612432,0.0024868038532997114,0.002453954224296213,0.0025662256082862357,64.53921747700042,391.0295914649996,70.0,0.0,0.0,neural,5
mlp,grid_stability,0.0097377436252884,0.0094465788117291,0.009958992057981,0.9264737135158502,0.9234279295723072,0.930794997368314,0.0071449464737689,0.0069133143440181,0.0073612762651706,0.2682142185645296,0.2573508970298976,0.2722261699064512,0.0020084916428941245,0.0017468884347122571,0.0037912721251457926,148.67892229500012,623.7746011469999,73.0,0.0,0.0,neural,5
mlp,pumadyn32nh,0.0256205359528485,0.0250080828754785,0.025853129248091,0.5126493884873327,0.4707599799991677,0.5138589383316674,0.0202504174203569,0.0197143690811199,0.0203193298836192,0.7104948293617694,0.6892614403546169,0.7112150350230269,0.0033929867815199245,0.0017494234724328788,0.0035205163529603446,91.35571853200054,539.0304465760019,76.0,0.0,0.0,neural,5
mlp,kin8nm,0.0828213841681859,0.0798840498433166,0.085214927683239,0.9031922187238138,0.889935934198765,0.9047558297900314,0.0644954999746164,0.0607702668334507,0.0665236399182698,0.3167368940166499,0.3037208622157772,0.3222809554967905,0.004414030619266911,0.004225872138381939,0.006343364059965905,97.73027880399968,460.93173186199874,85.0,0.0,0.0,neural,5
mlp,sarcos,3.910637109988556,3.684044518106815,3.9991623287454345,0.957711611518086,0.9565521041393192,0.964266273789574,2.6563646215883563,2.5627774124450053,2.660987767049765,0.1987877916041292,0.1840666567843027,0.1996850101514276,0.0003773015159392482,0.0003462262490471162,0.000507301742999897,90.772692517,461.8685777849996,67.0,0.0,0.0,neural,5
mlp,cps88wages,307.91615839269275,302.6510500743965,330.8055475467964,0.3648471549946007,0.3572723123630339,0.3812973204655715,226.27755846192,225.0967598926936,232.711982149434,0.7402727851874596,0.7227321155914548,0.8049390251123653,0.0002942621188259544,0.00022755618288683297,0.0003046699515404743,98.9091816250002,500.09223640299933,55.0,0.0,0.0,neural,5
mlp,combined_cycle_power_plant,4.240372291514934,4.183460292629648,4.289303653508868,0.9393567245011466,0.9390023152608356,0.9396453148541896,3.357801809803311,3.3421465424439973,3.3661604895883968,0.2489101277704917,0.245945730486505,0.253225622748334,8.662754303193471e-05,5.956580288955917e-05,8.865738707782257e-05,121.9906767579996,571.0317387199993,76.0,0.0,0.0,neural,5
mlp,diamonds,650.6828320501904,597.2163410774677,653.3220049970255,0.9752321160578462,0.9702014146261356,0.9760256651668446,356.69177234689954,349.8860582618649,375.1325165234891,0.1653487553688804,0.1517852835343384,0.1685060648824577,0.00039852932533143465,0.0003802297269285373,0.0005797610868744043,154.07413945400003,670.8277522500002,88.0,0.0,0.0,neural,5
mlp,superconductivity,14.750463653253526,13.191432618051207,14.7695875449531,0.8245117356775561,0.819002459156721,0.8428526507595605,9.726111534976262,8.814842828375424,10.09497531833544,0.4292718451689568,0.3806732940345534,0.4301301532530143,0.0005905101976637761,0.000438251803027701,0.0008246782414919663,107.37669782000012,680.1859788189995,73.0,0.0,0.0,neural,5
mlp,auction_verification,2354.0919829454306,2324.810592234862,2890.1909660607084,0.9490496638041434,0.9302097360114202,0.9518175289520788,1276.1042713477602,1158.1865748729806,1314.8804156435956,0.2272612993260486,0.226362870875212,0.282259525583896,0.002720552844240779,0.0023064451794802482,0.0027454023164969737,104.81357255000056,590.3949797839996,82.0,0.0,0.0,neural,5
mlp,fps_benchmark,2.853107552666545,2.6799744596532484,3.05851763283064,0.9969259041768362,0.9967570611292929,0.9971009930692192,1.990483442646464,1.9597959799571905,2.018216389953231,0.0523552781243463,0.0491736113033013,0.0574173588082344,0.0003620551160661745,0.00032184700345673533,0.000374663843886667,132.14522636199945,687.689134801999,82.0,0.0,0.0,neural,5
mlp,cpu_activity,3.1882966025599364,2.699196778108652,3.622120246315564,0.9749768969955857,0.9659281655746272,0.9832688877731122,2.0233891047328103,1.9077638947382216,2.104697146225966,0.1653960165170659,0.1424729431988942,0.1865446153421933,0.0014386056145512544,0.0012621499880184123,0.0015778883307416924,154.2046704329996,746.0126737049995,73.0,0.0,0.0,neural,5
mlp,california_housing,62040.762450745926,60196.81047937107,64457.58775119277,0.671148453498361,0.668263912480565,0.6766615493656286,45916.69052992438,44284.55117648213,46569.33755454541,0.5515040719730278,0.5284307372192882,0.5772110678316223,0.000301604516278326,0.00022199927576613458,0.00031605162540158385,142.23318000400013,714.6685804629997,67.0,0.0,0.0,neural,5
mlp,naval_propulsion_plant,0.0017971855255514,0.0016396882890712,0.0023567304804535,0.9852870398743312,0.9754862250364804,0.9872682295863772,0.0012062719774229,0.0011312953920846,0.0016355276694565,0.1222425263715732,0.1110017810763798,0.1603058752608425,0.000790669984705399,0.000741227534284356,0.0010399478622232193,188.9606827280004,827.4183718949998,73.0,0.0,0.0,neural,5
mlp,miami_housing,123045.04118837032,122939.85816957388,129168.6682839568,0.8666002534262675,0.8488950956348409,0.8678641857623591,66380.13072267927,63483.22619943091,68525.0446801594,0.3967219746708034,0.383114077272658,0.4160779359372956,0.0009451734296166989,0.0008340817264538939,0.001322486953648075,171.1154494929997,814.4231730929996,79.0,0.0,0.0,neural,5
mlp,kings_county,132440.4734187129,126924.37139137994,132723.74509293842,0.8483284668864974,0.8482504160717981,0.8510452475267422,84723.69774624085,81708.54458580077,87404.09936899322,0.3999233495792599,0.3837746818618482,0.4037452961710274,0.0002603144760684829,0.000238595804460828,0.00027079075726217416,181.1863705169999,870.6303753050006,79.0,0.0,0.0,neural,5
mlp,wave_energy,184353.7443698675,177944.78475309495,186110.1115761924,-1.917451533210698,-2.1969787360252755,-1.7810932630867238,140932.48241236943,134057.81111157907,143699.93525485255,1.666742187280447,1.6141686190902218,1.6689010668891444,0.0,0.0,0.0,200.09883056299984,999.6829400399993,52.0,0.0,0.0,neural,5
svr_rbf,geographical_origin_of_music,15.923614405705132,15.041673014278304,16.29186617479286,0.2477088838905276,0.2442049432305035,0.2646336209307334,11.087977721038056,10.784960466801715,11.491473925018015,0.8616491949935561,0.8085448057713766,0.8864557834125218,0.03430064061051106,0.013810785797590585,0.04071188097276681,3.717934301000241,20.37663978299952,106.0,0.0,0.0,kernel,5
svr_rbf,Moneyball,21.18363500912417,20.80472246199559,21.44179028455018,0.9492692757549012,0.9483159406793646,0.9496597971714292,17.102763510460285,16.55299478611418,17.103487707799506,0.2341642070125941,0.2279792887544515,0.2362044718816511,2.6143094212088462e-05,0.0,4.700407982288788e-05,6.095657224000206,29.838588074001564,94.0,0.0,0.0,kernel,5
svr_rbf,kings_county,229719.3277483153,229212.40417681137,230357.3442165501,0.5125150164382224,0.5093537909832531,0.5346679032147537,108160.37041221328,106709.79213272224,115592.88592180084,0.6965196322985362,0.6926465518053909,0.7003002603647308,0.0,0.0,0.0,18.008665051999742,87.5029114029985,97.0,0.0,0.0,kernel,5
svr_rbf,superconductivity,13.850773433452249,13.09246285906535,15.461022042393305,0.8368938861331081,0.8068519738315666,0.8490148138330986,9.07061965580475,8.277299803820137,9.538105884263809,0.4012988375713802,0.3827527934755802,0.4493680977979648,0.0034611962029716327,0.0034562669060353344,0.0036416369951746347,25.10782892899988,121.61409849399934,91.0,0.0,0.0,kernel,5
svr_rbf,fifa,12002.83666219814,10226.666019591052,13325.30098434865,0.5038196275308107,0.5010771780391097,0.5499890909833622,4769.408615259744,4278.14594065444,4987.862151556116,0.5540201868556869,0.4661830275067053,0.6265214730569403,0.0056722176194677,0.003869760978298595,0.009299439162666144,26.910410365000644,137.27483303400095,103.0,0.0,0.0,kernel,5
svr_rbf,fps_benchmark,2.6653217567154184,2.5592225614108552,2.6870118442958817,0.9975166052482056,0.9974450587867236,0.997731707117521,1.6780775110468518,1.625311291122686,1.7087346928800549,0.0496459315414466,0.0480441238923512,0.0500855838051037,0.0006031374775827041,0.0004418466935583953,0.0006885086473508589,71.27947596600006,404.4733772420004,94.0,0.0,0.0,kernel,5
svr_rbf,forest_fires,37.33735289979968,23.497187208211155,37.42314791856553,-0.0069083793983339,-0.0126260183721202,-0.0055604989264053,16.366125256291525,12.780033052407928,16.40123898497198,0.5437016534753126,0.3350208529800251,0.5438574534811671,0.0,0.0,0.0,0.8422090730000491,4.275456135999775,58.0,0.0,0.0,kernel,5
svr_rbf,cars,2385.4685657388286,2330.329358068286,2415.6943891915867,0.9453814910448372,0.945150381286674,0.9454598306458906,1514.5321116072375,1513.6585193572096,1539.0174589080166,0.2436354398340621,0.236427839800939,0.244537163127975,0.01401554590139619,0.01346648878579801,0.014228031370644928,1.2859910400002263,6.568622879000031,94.0,0.0,0.0,kernel,5
svr_rbf,student_performance_por,2.6021537498018925,2.5498248080981463,2.7775733311851645,0.263828764522021,0.2232323831815942,0.2751372978509014,1.8463194938260568,1.7872037696589749,1.930441103132524,0.7958248367187433,0.7695725014872163,0.8664748623126729,0.0022712233955950014,0.0,0.020311956231623372,1.3661458099995798,7.6055041210001955,76.0,0.0,0.0,kernel,5
svr_rbf,solar_flare,0.722042250632889,0.6551108704179802,0.7738965473989002,0.0329100714611246,0.0015387170012729,0.0389645759350502,0.4407120933585347,0.4392645665817066,0.4825936050103794,0.8412140287745438,0.7517929008232337,0.9148392226954004,0.0,0.0,0.0,2.8038796079999884,16.702908591000778,76.0,0.0,0.0,kernel,5
svr_rbf,QSAR_fish_toxicity,0.8091415436454374,0.7783251915557762,0.8695500503986245,0.6521415715437562,0.6198297920078483,0.680971910012734,0.6027520969231873,0.5913320044697918,0.6445965521426635,0.548589727894932,0.5282128569371716,0.5882077875100515,0.028800268729683463,0.016874364224242072,0.029570224929547986,2.233314612999493,12.911250760998882,91.0,0.0,0.0,kernel,5
svr_rbf,red_wine,0.6372941792775861,0.6364701659028629,0.6401772227404376,0.3918917345210945,0.3803137314613622,0.393463270584662,0.4787295793492285,0.4528416254344159,0.4934617531291435,0.791337677906676,0.7908882106339342,0.7919312507809735,0.004759966879015419,0.00331029168888366,0.0055866315514805495,7.317932373999611,34.958333911998125,73.0,0.0,0.0,kernel,5
svr_rbf,concrete_compressive_strength,5.784187910128638,5.485923844084438,5.939562755212724,0.8861175265679206,0.8658413276592897,0.892015631126458,4.20326613490081,3.895599256787141,4.234518074935191,0.3487605590860817,0.3288098852083121,0.3527870452329414,0.025657017044836607,0.02393573123632157,0.02649718979625334,9.071680831000776,43.90037667500201,100.0,0.0,0.0,kernel,5
svr_rbf,california_housing,62021.01653456953,61331.4082512661,65745.77654929164,0.6578728731417542,0.656724159215883,0.6768673365824421,45449.46313983791,43974.41354078038,46504.1540161446,0.5513285429700635,0.5383906725094697,0.5887466660080468,0.002913845384213696,0.002874928541471938,0.0029772535330149317,7.535686681999323,37.61342335199879,94.0,0.0,0.0,kernel,5
svr_rbf,miami_housing,206580.90703133828,192252.4130297255,227511.9305469354,0.6179599437611933,0.5923000400543119,0.6304810256446409,86018.07296991227,84064.42363289253,91234.76143369947,0.6530120199632312,0.5991108735438075,0.7335442491304377,0.0,0.0,0.0,9.035549731000174,45.00689119599974,94.0,0.0,0.0,kernel,5
svr_rbf,wave_energy,7241.376841050728,6947.0632932291255,8369.93839436308,0.995160036280496,0.9941498203152274,0.9958194479464436,4620.62891291683,4207.63719220468,5610.574278638294,0.064935437593504,0.0627827074289464,0.0754721895715404,0.0,0.0,0.0,10.183921641999405,51.580097495999325,103.0,0.0,0.0,kernel,5
svr_rbf,brazilian_houses,2569.8582426601656,2472.83708070675,2646.8877053862566,0.6536407776864945,0.648897896805061,0.7179621834832701,1545.263208028338,1436.069895201459,1554.095799428736,0.2991322086220346,0.2890590803710952,0.307801769389353,0.003921967882751253,0.0029521713793895753,0.004434389020569755,11.742053909999411,57.431856898998376,103.0,0.0,0.0,kernel,5
svr_rbf,cps88wages,299.31617183273835,299.1838665600995,328.9364778649847,0.3929703733290536,0.3645146886151966,0.3940171044471808,210.87078921273817,209.9676811207161,222.3676170778696,0.7195972349450036,0.7165701996922211,0.8003910749987664,0.004165576667851337,0.0026697134577069394,0.005194111256137377,10.402893261000829,52.00815139400038,100.0,0.0,0.0,kernel,5
svr_rbf,pumadyn32nh,0.0324747829526448,0.0322692465669214,0.0331537192678439,0.1802262275865146,0.1700557440854687,0.1833178999317254,0.0263382681686325,0.0256743342003767,0.0264196520594466,0.8950552421230039,0.8866841079999029,0.9121039041471566,0.0,0.0,0.0,12.384262194999792,62.91403271999934,76.0,0.0,0.0,kernel,5
svr_rbf,naval_propulsion_plant,0.0002254791237256,0.0002245963622328,0.0002351327409366,0.9997667411441632,0.9997481508748608,0.999777363793733,0.0001888575448682,0.0001784845643959,0.0001927142554155,0.0153372164504242,0.0153211865403942,0.0159934630432487,0.009619322467946587,0.009111662889693457,0.013104930549094474,16.109360726999512,71.16884892799953,88.0,0.0,0.0,kernel,5
svr_rbf,white_wine,0.6825081890017994,0.6715290619157459,0.6970250904959203,0.3607664317994935,0.3444560854458737,0.3667482856696938,0.5105516313599872,0.5036616473121027,0.5391666381647273,0.7760838760666092,0.7581131300148128,0.7977028024616936,0.005485692891335133,0.004539878352223684,0.007441335458669505,14.7062332280002,74.14497214500079,79.0,0.0,0.0,kernel,5
svr_rbf,health_insurance,14.806256689456289,14.57831802020644,15.338436360697472,0.3548517767371114,0.3163003882821537,0.3850599665699296,11.017348801340804,10.820644241758798,11.413942789238062,0.7884312855841418,0.7791592550885456,0.8180361515540214,4.533163899870143e-05,0.0,0.00016097376774248153,18.0881678120004,101.4640250270013,79.0,0.0,0.0,kernel,5
svr_rbf,auction_verification,2699.0740774330434,2605.7219037215546,3108.3808106965307,0.9330223654130596,0.9124042181599276,0.9378985048399164,1081.807985146561,1061.480985341337,1254.0537116591345,0.2605654690889402,0.2517189067711214,0.3007166470196076,0.017599629589748086,0.0163245178440222,0.018276240604732458,14.71520591800072,71.74355737299993,94.0,0.0,0.0,kernel,5
svr_rbf,physiochemical_protein,4.676340171126431,4.675705633093823,4.737096174309438,0.4289991226478148,0.4287643878832413,0.4305503403228538,3.373290295360573,3.284819341283808,3.4548753018344085,0.7582346732756605,0.7580843044432933,0.7702828384740245,0.006602357367268975,0.006206708631176947,0.007006772454903416,17.036083459999645,83.43072044399923,79.0,0.0,0.0,kernel,5
svr_rbf,socmob,10.497809060387128,10.276803237774402,12.853758816116692,0.901163216823337,0.8785286945055962,0.9141857695793753,6.664002415243687,6.136942663690191,7.074643771714404,0.2582218284755518,0.2489463204049037,0.2975201128524616,0.010028028119361869,0.007009083770779829,0.012118392856938894,16.650420342999496,87.54852401199969,94.0,0.0,0.0,kernel,5
svr_rbf,combined_cycle_power_plant,4.129353727573245,4.000634785569684,4.155843185337048,0.9433427218025228,0.93943861599689,0.9458642082078004,3.1664124478281184,3.149848625022535,3.2040266252860654,0.2410190327738778,0.235197414561373,0.2453465792263285,0.0005502280832617655,0.0004684815212895017,0.0005760323438522452,23.58252386000004,108.90938446899963,91.0,0.0,0.0,kernel,5
svr_rbf,energy_efficiency,0.5139313083408222,0.4901710436380752,0.6057531128069441,0.9975863985104289,0.9966219103890166,0.9976208447508728,0.3983030050413448,0.3672152847305321,0.4019793497716857,0.0515278465227196,0.0486316387798043,0.0606166815432359,0.003611177679072966,0.0034015384110987045,0.0038808504973623812,21.824283173000367,108.45246128300005,88.0,0.0,0.0,kernel,5
