dataset,method,family,seed,n_total,n_train,n_test,d,host,pid,rss_start_mb,rmse_test,mae_test,r2_test,nrmse_test,n_fits,fit_time_s,best_hp,used_defaults,used_constant_predictor,error,rss_peak_mb,rss_end_mb,rss_advisory_exceeded
white_wine,cp_spline,spline,4,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-112,78308,348.21875,0.8130661749413945,0.5642951261902036,0.038998748613425,0.9178994294536262,21,0.4707194989987329,"{'structure': 'additive', 'G_star': 5, 'criterion': 'cp'}",False,False,,348.2421875,353.96875,False
miami_housing,cp_spline,spline,2,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-112,78282,350.3671875,143365.25012505724,88797.32272286207,0.785237690957165,0.444433623120252,21,0.8576483580000058,"{'structure': 'additive', 'G_star': 14, 'criterion': 'cp'}",False,False,,360.24609375,354.9609375,False
physiochemical_protein,cp_spline,spline,2,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-112,78315,348.1796875,5.043889945324783,4.099739457200812,0.3039422305398502,0.812802063487504,22,0.5013428189995466,"{'structure': 'additive', 'G_star': 6, 'criterion': 'cp'}",False,False,,386.7421875,349.44921875,False
energy_efficiency,cp_spline,spline,1,768,614,154,8,5129-185601-qvgdtemg-172-21-0-112,78413,347.0078125,1.1890641227389045,0.8928358645384571,0.987079897314556,0.1192180990490082,21,0.1814109400002053,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,347.03125,349.59765625,False
QSAR_fish_toxicity,cp_spline,spline,3,908,726,182,6,5129-185601-qvgdtemg-172-21-0-112,78415,350.21875,0.950807582815231,0.6758826549816578,0.5943808137038293,0.6579311135862235,22,0.1528065789989341,"{'structure': 'additive', 'G_star': 3, 'criterion': 'cp'}",False,False,,350.2421875,352.44921875,False
concrete_compressive_strength,cp_spline,spline,0,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-112,78366,349.04296875,5.656974854378985,4.152331738062853,0.8893328357990232,0.3405571149916983,21,0.1886129989998153,"{'structure': 'additive', 'G_star': 19, 'criterion': 'cp'}",False,False,,349.06640625,352.09375,False
QSAR_fish_toxicity,cp_spline,spline,0,908,726,182,6,5129-185601-qvgdtemg-172-21-0-112,78394,349.390625,0.8407463939239002,0.6454637163236601,0.6277482262200951,0.5705752036709498,22,0.1514007299992954,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,349.4140625,351.60546875,False
concrete_compressive_strength,cp_spline,spline,2,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-112,78368,348.29296875,6.95305050407387,4.273680782081168,0.835440532939191,0.4192377251278883,21,0.1987172700009978,"{'structure': 'additive', 'G_star': 19, 'criterion': 'cp'}",False,False,,348.31640625,351.359375,False
QSAR_fish_toxicity,cp_spline,spline,4,908,726,182,6,5129-185601-qvgdtemg-172-21-0-112,78382,347.46875,3.371871518233351,0.912491606018776,-5.040815436973767,2.286094556893582,22,0.1565910100016481,"{'structure': 'additive', 'G_star': 7, 'criterion': 'cp'}",False,False,,347.4921875,349.74609375,False
QSAR_fish_toxicity,cp_spline,spline,1,908,726,182,6,5129-185601-qvgdtemg-172-21-0-112,78390,349.84765625,0.855555150869122,0.6655779283983898,0.6042510932368351,0.5806704262904677,22,0.1548922799993306,"{'structure': 'additive', 'G_star': 7, 'criterion': 'cp'}",False,False,,349.87109375,352.0234375,False
space_ga,cp_spline,spline,3,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-112,78346,344.45703125,10.304553218000583,0.5436051336505797,-2565.775504960888,51.05776045337991,25,0.4723200689986697,"{'structure': 'additive', 'G_star': 13, 'criterion': 'cp'}",False,False,,344.48046875,360.2734375,False
white_wine,cp_spline,spline,3,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-112,78298,348.71484375,0.732204228388883,0.5666643630314532,0.3036458863871158,0.8373142111289957,21,0.5225593189989013,"{'structure': 'additive', 'G_star': 5, 'criterion': 'cp'}",False,False,,376.86328125,354.5078125,False
physiochemical_protein,cp_spline,spline,0,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-112,78310,348.29296875,5.045525645412683,4.100860625063448,0.3352820288994702,0.8180954227570497,22,0.5801421189989924,"{'structure': 'additive', 'G_star': 6, 'criterion': 'cp'}",False,False,,368.1796875,349.59765625,False
california_housing,cp_spline,spline,4,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-112,78330,348.1015625,2635134.4159831577,211351.7400791366,-582.3223896644628,23.42471793064665,23,0.526454348999323,"{'structure': 'additive', 'G_star': 12, 'criterion': 'cp'}",False,False,,371.67578125,349.78125,False
energy_efficiency,cp_spline,spline,0,768,614,154,8,5129-185601-qvgdtemg-172-21-0-112,78395,350.8828125,0.9178656468909432,0.7269489465679414,0.9916167322837898,0.0909093802136728,21,0.1824150899992673,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,350.90625,353.55078125,False
kin8nm,cp_spline,spline,1,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-112,78336,347.7890625,0.1719903673302169,0.1301609584190157,0.5892650287069017,0.6577491465046207,23,0.5398033590008708,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,363.953125,378.6328125,False
cps88wages,cp_spline,spline,3,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-112,78299,351.86328125,299.95030090712777,222.13824227483187,0.3761323282103926,0.716282714015408,21,0.5776006479991338,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,387.76953125,361.58984375,False
physiochemical_protein,cp_spline,spline,4,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-112,78323,349.46875,5.0656388099869165,4.069493401215977,0.346780243413642,0.8237060210857385,22,0.5764607290002459,"{'structure': 'additive', 'G_star': 6, 'criterion': 'cp'}",False,False,,369.28125,350.69921875,False
red_wine,cp_spline,spline,1,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-112,78356,348.2890625,0.671593016299318,0.5303766481075727,0.3333014725864305,0.8358697104198449,21,0.3977298290010367,"{'structure': 'additive', 'G_star': 6, 'criterion': 'cp'}",False,False,,348.3125,352.59375,False
energy_efficiency,cp_spline,spline,4,768,614,154,8,5129-185601-qvgdtemg-172-21-0-112,78387,349.17578125,0.9596143040252864,0.7650137615112436,0.9915223929443968,0.0960269678217458,21,0.1678830090004339,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,349.19921875,351.86328125,False
concrete_compressive_strength,cp_spline,spline,4,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-112,78385,349.1328125,6.7672452268766925,4.2266788722658175,0.8239295948467817,0.4019481814315894,21,0.2078056490008748,"{'structure': 'additive', 'G_star': 19, 'criterion': 'cp'}",False,False,,349.15625,352.20703125,False
airfoil_self_noise,cp_spline,spline,2,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-112,78355,336.046875,4.195687018615553,2.374828609231906,0.5893830103192346,0.6010449893934069,25,0.2283737290017597,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,336.0703125,346.1171875,False
abalone,cp_spline,spline,2,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-112,78311,350.55859375,2.21517678336648,1.6129784647324672,0.5726877121696574,0.6906300439404441,22,0.6861779779992503,"{'structure': 'additive', 'G_star': 3, 'criterion': 'cp'}",False,False,,368.21484375,352.30078125,False
concrete_compressive_strength,cp_spline,spline,3,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-112,78372,349.8203125,5.371457460062831,4.005770350357708,0.8917561827555054,0.3201008909692876,21,0.2044049690011888,"{'structure': 'additive', 'G_star': 19, 'criterion': 'cp'}",False,False,,349.84375,352.8828125,False
space_ga,cp_spline,spline,0,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-112,78337,350.9609375,0.1004933590799185,0.0770928036405582,0.7272835917341915,0.4914311064237024,25,0.4508057889997872,"{'structure': 'additive', 'G_star': 15, 'criterion': 'cp'}",False,False,,350.984375,366.90625,False
QSAR_fish_toxicity,cp_spline,spline,2,908,726,182,6,5129-185601-qvgdtemg-172-21-0-112,78383,349.8046875,0.9093336725307072,0.682717119293183,0.5487617635091536,0.6151194487108308,22,0.1646311789991159,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,349.828125,352.06640625,False
energy_efficiency,cp_spline,spline,2,768,614,154,8,5129-185601-qvgdtemg-172-21-0-112,78408,350.16015625,1.0474587457070546,0.783210757308158,0.989135710430036,0.1039221635368253,21,0.1693914589995984,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,350.18359375,352.78125,False
airfoil_self_noise,cp_spline,spline,1,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-112,78349,346.390625,2.843288584629418,2.1146583253264466,0.843911191430924,0.4170520569893814,25,0.210214419001204,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,346.4140625,352.14453125,False
airfoil_self_noise,cp_spline,spline,4,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-112,78340,334.0078125,3.987221852386097,2.33934200196049,0.676031923253913,0.5806522644786736,25,0.2323234490013419,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,334.03125,344.0703125,False
white_wine,cp_spline,spline,0,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-112,78302,351.578125,1.8637228546176297,0.5892186594681557,-4.4633438173571935,2.087105029131417,21,0.4909702889999607,"{'structure': 'additive', 'G_star': 7, 'criterion': 'cp'}",False,False,,351.6015625,357.36328125,False
miami_housing,cp_spline,spline,3,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-112,78286,349.34765625,6109005.367328423,472777.5911552412,-372.1076538996209,19.03732434056912,21,0.9267212770009792,"{'structure': 'additive', 'G_star': 14, 'criterion': 'cp'}",False,False,,359.15625,356.01171875,False
red_wine,cp_spline,spline,2,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-112,78363,349.80859375,0.6645974154133956,0.5162427697719136,0.3386698864412782,0.8258595160099296,21,0.3811402890005411,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,349.83203125,354.16796875,False
energy_efficiency,cp_spline,spline,3,768,614,154,8,5129-185601-qvgdtemg-172-21-0-112,78392,349.20703125,1.0738675328832978,0.8044294712568036,0.9882681721594588,0.1061057915860129,21,0.1855345390013099,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,349.23046875,351.8359375,False
naval_propulsion_plant,cp_spline,spline,3,2500,2000,500,14,5129-185601-qvgdtemg-172-21-0-112,78287,347.28125,3.4300805474383244e-05,1.947526361751173e-05,0.999994640517332,0.0023331019853845,21,0.8449332979998871,"{'structure': 'additive', 'G_star': 19, 'criterion': 'cp'}",False,False,,355.59765625,353.21484375,False
airfoil_self_noise,cp_spline,spline,3,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-112,78348,335.8828125,3.94539155385225,2.461204168984498,0.6795922753835703,0.5736607128130561,25,0.2283133389992144,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,335.90625,343.95703125,False
grid_stability,cp_spline,spline,4,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-112,78296,351.515625,0.0169727104703175,0.0136292139228067,0.7808194714003553,0.4653844584435094,21,0.6101116589998128,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,359.12890625,361.62109375,False
miami_housing,cp_spline,spline,4,2500,2000,500,15,5129-185601-qvgdtemg-172-21-0-112,78285,349.5234375,139718.2299707828,83017.397149324,0.8453989883964013,0.4500601694774622,21,0.9191348979984468,"{'structure': 'additive', 'G_star': 9, 'criterion': 'cp'}",False,False,,353.8046875,354.15234375,False
naval_propulsion_plant,cp_spline,spline,1,2500,2000,500,14,5129-185601-qvgdtemg-172-21-0-112,78294,347.20703125,2.929922012630443e-05,1.7903916502366002e-05,0.9999959348335736,0.0019834657842259,21,0.861997727999551,"{'structure': 'additive', 'G_star': 19, 'criterion': 'cp'}",False,False,,355.53515625,353.15234375,False
airfoil_self_noise,cp_spline,spline,0,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-112,78347,350.56640625,3.996747958514643,2.17899965968804,0.6456876493990273,0.5768236936242919,25,0.2354201889993419,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,350.58984375,356.23046875,False
kin8nm,cp_spline,spline,4,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-112,78327,351.26171875,0.1660677020458788,0.129069040279783,0.5819920471610196,0.6280643444473532,23,0.5232772090002982,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,374.86328125,382.203125,False
concrete_compressive_strength,cp_spline,spline,1,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-112,78370,349.89453125,219.32872878850816,25.58413217697048,-170.48603508297504,13.145908726676884,21,0.2326335899997502,"{'structure': 'additive', 'G_star': 19, 'criterion': 'cp'}",False,False,,349.91796875,352.91015625,False
combined_cycle_power_plant,cp_spline,spline,1,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-112,78354,348.3359375,4.740670501648172,3.357061313913851,0.9262746325716136,0.2798727572114133,28,0.3366205189995526,"{'structure': 'pairwise', 'G_star': 3, 'criterion': 'cp'}",False,False,,348.359375,368.77734375,False
combined_cycle_power_plant,cp_spline,spline,0,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-112,78367,346.28515625,4.6604233616979895,3.372919862030779,0.934056539962842,0.2777263103341292,28,0.3399467889994412,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,346.30859375,349.67578125,False
kin8nm,cp_spline,spline,2,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-112,78332,351.53125,0.184338591227154,0.1416780228532328,0.5145047331070725,0.7021273461766517,23,0.5500479290003568,"{'structure': 'pairwise', 'G_star': 2, 'criterion': 'cp'}",False,False,,367.703125,382.3828125,False
auction_verification,cp_spline,spline,2,2043,1634,409,16,5129-185601-qvgdtemg-172-21-0-112,78309,342.6953125,5502.966152655307,4351.820851037452,0.7390592577044238,0.5358144963743924,21,0.9021387479988334,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,356.09765625,350.078125,False
red_wine,cp_spline,spline,3,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-112,78364,349.7265625,0.700869088604773,0.5161696902321999,0.2645133148128179,0.871406307483885,21,0.3765070890003699,"{'structure': 'additive', 'G_star': 2, 'criterion': 'cp'}",False,False,,349.75,354.109375,False
california_housing,cp_spline,spline,1,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-112,78318,350.34375,63120.63795131387,46210.50369430852,0.684648754449996,0.5652388199000964,23,0.5350292789989908,"{'structure': 'additive', 'G_star': 6, 'criterion': 'cp'}",False,False,,366.515625,351.9609375,False
